Source;Target;Id;linkname
116;8593;1021.0;116->8593
116;10113;1022.0;116->10113
116;10195;1023.0;116->10195
117;5903;1024.0;117->5903
117;6806;1025.0;117->6806
117;6940;1026.0;117->6940
117;7087;1027.0;117->7087
117;9693;1028.0;117->9693
118;9608;1029.0;118->9608
119;144;1030.0;119->144
119;152;1031.0;119->152
119;178;1032.0;119->178
119;189;1033.0;119->189
119;195;1034.0;119->195
119;748;1035.0;119->748
119;2480;1036.0;119->2480
119;4745;1037.0;119->4745
119;6918;1038.0;119->6918
119;11267;1039.0;119->11267
119;11269;1040.0;119->11269
120;144;1041.0;120->144
120;152;1042.0;120->152
120;157;1043.0;120->157
120;163;1044.0;120->163
120;169;1045.0;120->169
120;182;1046.0;120->182
120;189;1047.0;120->189
120;1770;1048.0;120->1770
120;3794;1049.0;120->3794
120;10043;1050.0;120->10043
121;137;1051.0;121->137
121;142;1052.0;121->142
121;143;1053.0;121->143
121;168;1054.0;121->168
121;172;1055.0;121->172
121;177;1056.0;121->177
121;190;1057.0;121->190
121;348;1058.0;121->348
121;5534;1059.0;121->5534
121;5730;1060.0;121->5730
122;5811;1061.0;122->5811
123;129;1062.0;123->129
123;173;1063.0;123->173
123;177;1064.0;123->177
123;974;1065.0;123->974
123;6804;1066.0;123->6804
123;11272;1067.0;123->11272
123;11299;1068.0;123->11299
123;11302;1069.0;123->11302
123;11308;1070.0;123->11308
124;113;1071.0;124->113
124;115;1072.0;124->115
124;116;1073.0;124->116
124;151;1074.0;124->151
124;402;1075.0;124->402
124;627;1076.0;124->627
124;644;1077.0;124->644
124;984;1078.0;124->984
124;993;1079.0;124->993
124;1169;1080.0;124->1169
124;1306;1081.0;124->1306
124;1311;1082.0;124->1311
124;1576;1083.0;124->1576
124;1976;1084.0;124->1976
124;2181;1085.0;124->2181
124;2200;1086.0;124->2200
124;2282;1087.0;124->2282
124;2364;1088.0;124->2364
124;2393;1089.0;124->2393
124;2629;1090.0;124->2629
124;2890;1091.0;124->2890
124;2957;1092.0;124->2957
124;3594;1093.0;124->3594
124;4971;1094.0;124->4971
124;6070;1095.0;124->6070
124;6123;1096.0;124->6123
124;6150;1097.0;124->6150
124;6383;1098.0;124->6383
124;6395;1099.0;124->6395
124;6400;1100.0;124->6400
124;6498;1101.0;124->6498
124;6656;1102.0;124->6656
124;6667;1103.0;124->6667
124;6681;1104.0;124->6681
124;6744;1105.0;124->6744
124;6781;1106.0;124->6781
124;6806;1107.0;124->6806
124;6831;1108.0;124->6831
124;6911;1109.0;124->6911
124;6987;1110.0;124->6987
124;7087;1111.0;124->7087
124;7091;1112.0;124->7091
124;7472;1113.0;124->7472
124;7891;1114.0;124->7891
124;8788;1115.0;124->8788
124;9409;1116.0;124->9409
124;10020;1117.0;124->10020
124;10113;1118.0;124->10113
124;10195;1119.0;124->10195
124;10337;1120.0;124->10337
125;138;1121.0;125->138
125;2203;1122.0;125->2203
125;4182;1123.0;125->4182
126;152;1124.0;126->152
126;182;1125.0;126->182
126;183;1126.0;126->183
126;753;1127.0;126->753
126;2297;1128.0;126->2297
126;5137;1129.0;126->5137
126;5628;1130.0;126->5628
126;8566;1131.0;126->8566
127;3167;1132.0;127->3167
127;4887;1133.0;127->4887
127;5733;1134.0;127->5733
128;147;1135.0;128->147
128;190;1136.0;128->190
128;604;1137.0;128->604
128;1081;1138.0;128->1081
128;3048;1139.0;128->3048
128;9177;1140.0;128->9177
128;9522;1141.0;128->9522
128;9541;1142.0;128->9541
128;9985;1143.0;128->9985
128;10375;1144.0;128->10375
128;10423;1145.0;128->10423
128;10563;1146.0;128->10563
128;11283;1147.0;128->11283
129;123;1148.0;129->123
129;173;1149.0;129->173
129;2016;1150.0;129->2016
129;2290;1151.0;129->2290
129;4181;1152.0;129->4181
129;4622;1153.0;129->4622
129;5808;1154.0;129->5808
129;7845;1155.0;129->7845
129;10767;1156.0;129->10767
129;11272;1157.0;129->11272
130;150;1158.0;130->150
130;194;1159.0;130->194
131;2001;1160.0;131->2001
131;2332;1161.0;131->2332
131;6965;1162.0;131->6965
132;104;1163.0;132->104
132;142;1164.0;132->142
132;177;1165.0;132->177
132;185;1166.0;132->185
132;190;1167.0;132->190
132;694;1168.0;132->694
132;1125;1169.0;132->1125
132;3332;1170.0;132->3332
132;4117;1171.0;132->4117
132;4395;1172.0;132->4395
132;4397;1173.0;132->4397
132;5142;1174.0;132->5142
132;5846;1175.0;132->5846
132;8568;1176.0;132->8568
132;10349;1177.0;132->10349
133;152;1178.0;133->152
133;170;1179.0;133->170
133;189;1180.0;133->189
133;4280;1181.0;133->4280
134;152;1182.0;134->152
134;772;1183.0;134->772
134;4001;1184.0;134->4001
134;4208;1185.0;134->4208
134;4701;1186.0;134->4701
135;152;1187.0;135->152
135;195;1188.0;135->195
135;607;1189.0;135->607
135;8387;1190.0;135->8387
136;121;1191.0;136->121
136;609;1192.0;136->609
136;5210;1193.0;136->5210
136;5779;1194.0;136->5779
137;193;1195.0;137->193
138;125;1196.0;138->125
138;187;1197.0;138->187
138;4392;1198.0;138->4392
138;5628;1199.0;138->5628
139;144;1200.0;139->144
139;152;1201.0;139->152
139;171;1202.0;139->171
139;748;1203.0;139->748
139;4916;1204.0;139->4916
139;6857;1205.0;139->6857
140;152;1206.0;140->152
140;5298;1207.0;140->5298
140;5360;1208.0;140->5360
140;5811;1209.0;140->5811
140;6837;1210.0;140->6837
140;11275;1211.0;140->11275
141;171;1212.0;141->171
141;748;1213.0;141->748
141;752;1214.0;141->752
141;781;1215.0;141->781
141;5811;1216.0;141->5811
142;112;1217.0;142->112
142;118;1218.0;142->118
142;121;1219.0;142->121
142;156;1220.0;142->156
142;168;1221.0;142->168
142;173;1222.0;142->173
142;177;1223.0;142->177
142;190;1224.0;142->190
142;193;1225.0;142->193
142;8368;1226.0;142->8368
142;9169;1227.0;142->9169
142;9870;1228.0;142->9870
143;129;1229.0;143->129
143;3600;1230.0;143->3600
143;4583;1231.0;143->4583
143;7548;1232.0;143->7548
143;7717;1233.0;143->7717
143;9583;1234.0;143->9583
144;109;1235.0;144->109
144;152;1236.0;144->152
144;182;1237.0;144->182
144;191;1238.0;144->191
144;195;1239.0;144->195
144;601;1240.0;144->601
144;748;1241.0;144->748
144;1168;1242.0;144->1168
144;1399;1243.0;144->1399
144;2202;1244.0;144->2202
144;2297;1245.0;144->2297
144;3181;1246.0;144->3181
144;4164;1247.0;144->4164
144;5298;1248.0;144->5298
144;5775;1249.0;144->5775
144;5792;1250.0;144->5792
144;5811;1251.0;144->5811
144;6837;1252.0;144->6837
144;6840;1253.0;144->6840
144;7822;1254.0;144->7822
144;7868;1255.0;144->7868
144;7952;1256.0;144->7952
144;8012;1257.0;144->8012
144;8105;1258.0;144->8105
144;8117;1259.0;144->8117
145;121;1260.0;145->121
145;142;1261.0;145->142
145;172;1262.0;145->172
145;460;1263.0;145->460
145;1667;1264.0;145->1667
145;2362;1265.0;145->2362
145;2374;1266.0;145->2374
145;2750;1267.0;145->2750
145;5657;1268.0;145->5657
145;5884;1269.0;145->5884
145;6075;1270.0;145->6075
145;6212;1271.0;145->6212
147;152;1272.0;147->152
147;169;1273.0;147->169
147;170;1274.0;147->170
147;182;1275.0;147->182
147;195;1276.0;147->195
147;607;1277.0;147->607
147;638;1278.0;147->638
147;2445;1279.0;147->2445
147;3693;1280.0;147->3693
147;4102;1281.0;147->4102
147;4675;1282.0;147->4675
147;4761;1283.0;147->4761
147;5313;1284.0;147->5313
147;6394;1285.0;147->6394
147;6561;1286.0;147->6561
147;7822;1287.0;147->7822
147;7868;1288.0;147->7868
147;8106;1289.0;147->8106
147;8309;1290.0;147->8309
147;8391;1291.0;147->8391
148;130;1292.0;148->130
148;150;1293.0;148->150
148;152;1294.0;148->152
148;162;1295.0;148->162
148;4745;1296.0;148->4745
148;8028;1297.0;148->8028
149;107;1298.0;149->107
149;112;1299.0;149->112
149;121;1300.0;149->121
149;142;1301.0;149->142
149;156;1302.0;149->156
149;168;1303.0;149->168
149;177;1304.0;149->177
149;190;1305.0;149->190
149;624;1306.0;149->624
149;705;1307.0;149->705
149;793;1308.0;149->793
149;995;1309.0;149->995
149;1437;1310.0;149->1437
149;3689;1311.0;149->3689
149;8014;1312.0;149->8014
149;9169;1313.0;149->9169
149;11304;1314.0;149->11304
150;123;1315.0;150->123
150;130;1316.0;150->130
150;148;1317.0;150->148
150;152;1318.0;150->152
150;159;1319.0;150->159
150;772;1320.0;150->772
150;3070;1321.0;150->3070
150;4417;1322.0;150->4417
150;5335;1323.0;150->5335
151;113;1324.0;151->113
151;115;1325.0;151->115
151;116;1326.0;151->116
151;117;1327.0;151->117
151;272;1328.0;151->272
151;402;1329.0;151->402
151;611;1330.0;151->611
151;627;1331.0;151->627
151;644;1332.0;151->644
151;1213;1333.0;151->1213
151;1306;1334.0;151->1306
151;1576;1335.0;151->1576
151;1976;1336.0;151->1976
151;2200;1337.0;151->2200
151;2393;1338.0;151->2393
151;2629;1339.0;151->2629
151;2890;1340.0;151->2890
151;2957;1341.0;151->2957
151;3021;1342.0;151->3021
151;4971;1343.0;151->4971
151;6123;1344.0;151->6123
151;6150;1345.0;151->6150
151;6383;1346.0;151->6383
151;6395;1347.0;151->6395
151;6400;1348.0;151->6400
151;6644;1349.0;151->6644
151;6656;1350.0;151->6656
151;6667;1351.0;151->6667
151;6681;1352.0;151->6681
151;6744;1353.0;151->6744
151;6781;1354.0;151->6781
151;6806;1355.0;151->6806
151;6831;1356.0;151->6831
151;6987;1357.0;151->6987
151;7087;1358.0;151->7087
151;7091;1359.0;151->7091
151;7472;1360.0;151->7472
151;7891;1361.0;151->7891
151;8593;1362.0;151->8593
151;8788;1363.0;151->8788
151;10020;1364.0;151->10020
151;10113;1365.0;151->10113
151;10195;1366.0;151->10195
151;10337;1367.0;151->10337
152;104;1368.0;152->104
152;122;1369.0;152->122
152;142;1370.0;152->142
152;148;1371.0;152->148
152;150;1372.0;152->150
152;182;1373.0;152->182
152;184;1374.0;152->184
152;639;1375.0;152->639
152;691;1376.0;152->691
152;748;1377.0;152->748
152;772;1378.0;152->772
152;780;1379.0;152->780
152;781;1380.0;152->781
152;1125;1381.0;152->1125
152;1197;1382.0;152->1197
152;1904;1383.0;152->1904
152;2202;1384.0;152->2202
152;2337;1385.0;152->2337
152;2480;1386.0;152->2480
152;2533;1387.0;152->2533
152;2922;1388.0;152->2922
152;3157;1389.0;152->3157
152;4263;1390.0;152->4263
152;4466;1391.0;152->4466
152;4672;1392.0;152->4672
152;5730;1393.0;152->5730
152;6420;1394.0;152->6420
152;6621;1395.0;152->6621
152;7010;1396.0;152->7010
152;7560;1397.0;152->7560
152;7884;1398.0;152->7884
152;8108;1399.0;152->8108
152;8117;1400.0;152->8117
152;8450;1401.0;152->8450
152;9484;1402.0;152->9484
152;9583;1403.0;152->9583
152;10428;1404.0;152->10428
152;11304;1405.0;152->11304
153;141;1406.0;153->141
153;152;1407.0;153->152
153;155;1408.0;153->155
153;164;1409.0;153->164
153;167;1410.0;153->167
153;171;1411.0;153->171
153;781;1412.0;153->781
153;785;1413.0;153->785
153;844;1414.0;153->844
153;4185;1415.0;153->4185
153;4261;1416.0;153->4261
153;4377;1417.0;153->4377
153;5341;1418.0;153->5341
153;5360;1419.0;153->5360
153;6918;1420.0;153->6918
153;11267;1421.0;153->11267
153;11269;1422.0;153->11269
154;82;1423.0;154->82
154;96;1424.0;154->96
154;101;1425.0;154->101
154;193;1426.0;154->193
154;2487;1427.0;154->2487
154;2950;1428.0;154->2950
154;7396;1429.0;154->7396
154;7928;1430.0;154->7928
155;141;1431.0;155->141
155;152;1432.0;155->152
155;171;1433.0;155->171
155;178;1434.0;155->178
155;179;1435.0;155->179
155;192;1436.0;155->192
155;748;1437.0;155->748
155;4697;1438.0;155->4697
155;6918;1439.0;155->6918
156;104;1440.0;156->104
156;118;1441.0;156->118
156;142;1442.0;156->142
156;149;1443.0;156->149
156;172;1444.0;156->172
156;173;1445.0;156->173
156;177;1446.0;156->177
156;1197;1447.0;156->1197
156;1656;1448.0;156->1656
156;2086;1449.0;156->2086
156;2446;1450.0;156->2446
156;3912;1451.0;156->3912
156;4627;1452.0;156->4627
156;5786;1453.0;156->5786
156;6256;1454.0;156->6256
156;6565;1455.0;156->6565
156;6687;1456.0;156->6687
156;6764;1457.0;156->6764
156;7605;1458.0;156->7605
156;7628;1459.0;156->7628
156;7890;1460.0;156->7890
156;8595;1461.0;156->8595
156;9525;1462.0;156->9525
156;9984;1463.0;156->9984
157;7934;1464.0;157->7934
158;967;1465.0;158->967
158;4129;1466.0;158->4129
159;122;1467.0;159->122
159;130;1468.0;159->130
159;142;1469.0;159->142
159;150;1470.0;159->150
159;152;1471.0;159->152
159;172;1472.0;159->172
159;1117;1473.0;159->1117
159;7801;1474.0;159->7801
159;7868;1475.0;159->7868
160;114;1476.0;160->114
160;122;1477.0;160->122
160;152;1478.0;160->152
160;159;1479.0;160->159
160;182;1480.0;160->182
160;195;1481.0;160->195
160;748;1482.0;160->748
160;781;1483.0;160->781
160;2202;1484.0;160->2202
160;2299;1485.0;160->2299
160;2926;1486.0;160->2926
160;3191;1487.0;160->3191
160;4237;1488.0;160->4237
160;5088;1489.0;160->5088
160;5341;1490.0;160->5341
160;5360;1491.0;160->5360
160;5811;1492.0;160->5811
160;6840;1493.0;160->6840
161;187;1494.0;161->187
161;7010;1495.0;161->7010
162;130;1496.0;162->130
162;150;1497.0;162->150
162;152;1498.0;162->152
162;182;1499.0;162->182
162;184;1500.0;162->184
162;772;1501.0;162->772
162;2668;1502.0;162->2668
162;3513;1503.0;162->3513
162;4185;1504.0;162->4185
162;4192;1505.0;162->4192
162;4327;1506.0;162->4327
162;5187;1507.0;162->5187
162;5246;1508.0;162->5246
163;178;1509.0;163->178
163;183;1510.0;163->183
163;2124;1511.0;163->2124
163;5341;1512.0;163->5341
163;6344;1513.0;163->6344
163;7868;1514.0;163->7868
163;8012;1515.0;163->8012
164;122;1516.0;164->122
164;153;1517.0;164->153
164;179;1518.0;164->179
164;785;1519.0;164->785
164;6641;1520.0;164->6641
165;1276;1521.0;165->1276
165;6364;1522.0;165->6364
165;6434;1523.0;165->6434
165;6630;1524.0;165->6630
165;6650;1525.0;165->6650
165;8706;1526.0;165->8706
165;9520;1527.0;165->9520
165;10344;1528.0;165->10344
166;1845;1529.0;166->1845
167;122;1530.0;167->122
167;152;1531.0;167->152
167;153;1532.0;167->153
167;162;1533.0;167->162
167;179;1534.0;167->179
167;182;1535.0;167->182
167;772;1536.0;167->772
167;780;1537.0;167->780
167;781;1538.0;167->781
167;1237;1539.0;167->1237
167;2001;1540.0;167->2001
167;2465;1541.0;167->2465
167;4106;1542.0;167->4106
167;4164;1543.0;167->4164
167;4185;1544.0;167->4185
167;4261;1545.0;167->4261
167;4753;1546.0;167->4753
167;4836;1547.0;167->4836
167;5276;1548.0;167->5276
167;5811;1549.0;167->5811
167;5815;1550.0;167->5815
167;5861;1551.0;167->5861
167;6692;1552.0;167->6692
167;6860;1553.0;167->6860
167;10029;1554.0;167->10029
167;11262;1555.0;167->11262
168;156;1556.0;168->156
168;177;1557.0;168->177
168;193;1558.0;168->193
168;337;1559.0;168->337
168;6687;1560.0;168->6687
169;140;1561.0;169->140
169;152;1562.0;169->152
169;171;1563.0;169->171
169;182;1564.0;169->182
169;748;1565.0;169->748
169;1411;1566.0;169->1411
169;3167;1567.0;169->3167
169;3929;1568.0;169->3929
169;5234;1569.0;169->5234
169;5360;1570.0;169->5360
169;5399;1571.0;169->5399
169;6680;1572.0;169->6680
169;6694;1573.0;169->6694
169;6803;1574.0;169->6803
169;6840;1575.0;169->6840
169;6857;1576.0;169->6857
169;8437;1577.0;169->8437
169;8442;1578.0;169->8442
169;8526;1579.0;169->8526
169;8566;1580.0;169->8566
170;130;1581.0;170->130
170;152;1582.0;170->152
170;744;1583.0;170->744
170;772;1584.0;170->772
170;780;1585.0;170->780
170;781;1586.0;170->781
170;844;1587.0;170->844
170;2465;1588.0;170->2465
170;4261;1589.0;170->4261
170;4836;1590.0;170->4836
170;5256;1591.0;170->5256
170;5315;1592.0;170->5315
170;5815;1593.0;170->5815
170;10029;1594.0;170->10029
171;120;1595.0;171->120
171;130;1596.0;171->130
171;141;1597.0;171->141
171;150;1598.0;171->150
171;152;1599.0;171->152
171;155;1600.0;171->155
171;162;1601.0;171->162
171;169;1602.0;171->169
171;170;1603.0;171->170
171;179;1604.0;171->179
171;194;1605.0;171->194
171;752;1606.0;171->752
171;781;1607.0;171->781
171;1119;1608.0;171->1119
171;3272;1609.0;171->3272
171;4029;1610.0;171->4029
171;4261;1611.0;171->4261
171;4280;1612.0;171->4280
171;4293;1613.0;171->4293
171;4339;1614.0;171->4339
171;4466;1615.0;171->4466
171;5360;1616.0;171->5360
171;5811;1617.0;171->5811
171;5867;1618.0;171->5867
171;8529;1619.0;171->8529
172;96;1620.0;172->96
172;156;1621.0;172->156
172;177;1622.0;172->177
172;348;1623.0;172->348
172;389;1624.0;172->389
172;979;1625.0;172->979
172;994;1626.0;172->994
172;1266;1627.0;172->1266
172;1459;1628.0;172->1459
172;1804;1629.0;172->1804
172;2042;1630.0;172->2042
172;2274;1631.0;172->2274
172;2717;1632.0;172->2717
172;3417;1633.0;172->3417
172;3527;1634.0;172->3527
172;3631;1635.0;172->3631
172;3806;1636.0;172->3806
172;3821;1637.0;172->3821
172;3845;1638.0;172->3845
172;4007;1639.0;172->4007
172;4086;1640.0;172->4086
172;5105;1641.0;172->5105
172;5658;1642.0;172->5658
172;5814;1643.0;172->5814
172;6954;1644.0;172->6954
172;7000;1645.0;172->7000
172;7771;1646.0;172->7771
172;8147;1647.0;172->8147
172;8177;1648.0;172->8177
172;8534;1649.0;172->8534
172;8535;1650.0;172->8535
172;8584;1651.0;172->8584
172;8611;1652.0;172->8611
172;8934;1653.0;172->8934
172;8936;1654.0;172->8936
172;9857;1655.0;172->9857
172;10093;1656.0;172->10093
172;10321;1657.0;172->10321
172;10543;1658.0;172->10543
173;142;1659.0;173->142
173;149;1660.0;173->149
173;190;1661.0;173->190
173;771;1662.0;173->771
173;7963;1663.0;173->7963
174;177;1664.0;174->177
174;218;1665.0;174->218
174;234;1666.0;174->234
174;422;1667.0;174->422
174;691;1668.0;174->691
174;712;1669.0;174->712
174;723;1670.0;174->723
174;763;1671.0;174->763
174;909;1672.0;174->909
174;1170;1673.0;174->1170
174;1189;1674.0;174->1189
174;1197;1675.0;174->1197
174;1585;1676.0;174->1585
174;1595;1677.0;174->1595
174;2015;1678.0;174->2015
174;2737;1679.0;174->2737
174;2848;1680.0;174->2848
174;3190;1681.0;174->3190
174;3220;1682.0;174->3220
174;4095;1683.0;174->4095
174;4341;1684.0;174->4341
174;5374;1685.0;174->5374
174;6495;1686.0;174->6495
174;6673;1687.0;174->6673
174;6900;1688.0;174->6900
174;7658;1689.0;174->7658
174;7673;1690.0;174->7673
174;7802;1691.0;174->7802
174;8002;1692.0;174->8002
174;8148;1693.0;174->8148
174;8206;1694.0;174->8206
174;8244;1695.0;174->8244
174;8296;1696.0;174->8296
174;8355;1697.0;174->8355
174;8399;1698.0;174->8399
174;8420;1699.0;174->8420
174;9534;1700.0;174->9534
175;114;1701.0;175->114
175;115;1702.0;175->115
175;117;1703.0;175->117
175;124;1704.0;175->124
175;151;1705.0;175->151
175;188;1706.0;175->188
175;241;1707.0;175->241
175;272;1708.0;175->272
175;402;1709.0;175->402
175;611;1710.0;175->611
175;627;1711.0;175->627
175;644;1712.0;175->644
175;728;1713.0;175->728
175;984;1714.0;175->984
175;1162;1715.0;175->1162
175;1213;1716.0;175->1213
175;1306;1717.0;175->1306
175;1311;1718.0;175->1311
175;1576;1719.0;175->1576
175;1976;1720.0;175->1976
175;2181;1721.0;175->2181
175;2200;1722.0;175->2200
175;2282;1723.0;175->2282
175;2364;1724.0;175->2364
175;2393;1725.0;175->2393
175;2629;1726.0;175->2629
175;2890;1727.0;175->2890
175;2957;1728.0;175->2957
175;4971;1729.0;175->4971
175;6028;1730.0;175->6028
175;6070;1731.0;175->6070
175;6150;1732.0;175->6150
175;6383;1733.0;175->6383
175;6395;1734.0;175->6395
175;6400;1735.0;175->6400
175;6498;1736.0;175->6498
175;6644;1737.0;175->6644
175;6656;1738.0;175->6656
175;6667;1739.0;175->6667
175;6681;1740.0;175->6681
175;6744;1741.0;175->6744
175;6781;1742.0;175->6781
175;6806;1743.0;175->6806
175;6831;1744.0;175->6831
175;6911;1745.0;175->6911
175;6970;1746.0;175->6970
175;6987;1747.0;175->6987
175;7087;1748.0;175->7087
175;7091;1749.0;175->7091
175;7472;1750.0;175->7472
175;7891;1751.0;175->7891
175;8788;1752.0;175->8788
175;9409;1753.0;175->9409
175;10020;1754.0;175->10020
175;10113;1755.0;175->10113
175;10195;1756.0;175->10195
175;10337;1757.0;175->10337
176;178;1758.0;176->178
177;101;1759.0;177->101
177;104;1760.0;177->104
177;107;1761.0;177->107
177;118;1762.0;177->118
177;142;1763.0;177->142
177;149;1764.0;177->149
177;156;1765.0;177->156
177;168;1766.0;177->168
177;172;1767.0;177->172
177;174;1768.0;177->174
177;190;1769.0;177->190
177;193;1770.0;177->193
177;337;1771.0;177->337
177;348;1772.0;177->348
177;477;1773.0;177->477
177;625;1774.0;177->625
177;979;1775.0;177->979
177;998;1776.0;177->998
177;1056;1777.0;177->1056
177;1197;1778.0;177->1197
177;1462;1779.0;177->1462
177;2086;1780.0;177->2086
177;2511;1781.0;177->2511
177;2788;1782.0;177->2788
177;3129;1783.0;177->3129
177;3135;1784.0;177->3135
177;3392;1785.0;177->3392
177;4153;1786.0;177->4153
177;4334;1787.0;177->4334
177;4627;1788.0;177->4627
177;5534;1789.0;177->5534
177;6687;1790.0;177->6687
177;6726;1791.0;177->6726
177;6777;1792.0;177->6777
177;7445;1793.0;177->7445
177;7569;1794.0;177->7569
177;10047;1795.0;177->10047
177;10305;1796.0;177->10305
177;10808;1797.0;177->10808
178;139;1798.0;178->139
178;141;1799.0;178->141
178;150;1800.0;178->150
178;152;1801.0;178->152
178;155;1802.0;178->155
178;163;1803.0;178->163
178;167;1804.0;178->167
178;169;1805.0;178->169
178;170;1806.0;178->170
178;176;1807.0;178->176
178;182;1808.0;178->182
178;187;1809.0;178->187
178;189;1810.0;178->189
178;192;1811.0;178->192
178;194;1812.0;178->194
178;195;1813.0;178->195
178;780;1814.0;178->780
178;988;1815.0;178->988
178;3126;1816.0;178->3126
178;5298;1817.0;178->5298
178;5628;1818.0;178->5628
178;11264;1819.0;178->11264
179;152;1820.0;179->152
179;163;1821.0;179->163
179;190;1822.0;179->190
179;194;1823.0;179->194
179;772;1824.0;179->772
179;4192;1825.0;179->4192
179;5811;1826.0;179->5811
179;6202;1827.0;179->6202
179;6994;1828.0;179->6994
179;7868;1829.0;179->7868
181;142;1830.0;181->142
181;177;1831.0;181->177
181;8368;1832.0;181->8368
182;98;1833.0;182->98
182;109;1834.0;182->109
182;122;1835.0;182->122
182;144;1836.0;182->144
182;152;1837.0;182->152
182;162;1838.0;182->162
182;167;1839.0;182->167
182;169;1840.0;182->169
182;171;1841.0;182->171
182;178;1842.0;182->178
182;192;1843.0;182->192
182;195;1844.0;182->195
182;691;1845.0;182->691
182;748;1846.0;182->748
182;772;1847.0;182->772
182;780;1848.0;182->780
182;781;1849.0;182->781
182;844;1850.0;182->844
182;977;1851.0;182->977
182;1904;1852.0;182->1904
182;2015;1853.0;182->2015
182;2063;1854.0;182->2063
182;2202;1855.0;182->2202
182;2332;1856.0;182->2332
182;2465;1857.0;182->2465
182;2668;1858.0;182->2668
182;2736;1859.0;182->2736
182;2758;1860.0;182->2758
182;3164;1861.0;182->3164
182;3167;1862.0;182->3167
182;4238;1863.0;182->4238
182;4293;1864.0;182->4293
182;5212;1865.0;182->5212
182;5256;1866.0;182->5256
182;5303;1867.0;182->5303
182;5335;1868.0;182->5335
182;5792;1869.0;182->5792
182;5811;1870.0;182->5811
182;5815;1871.0;182->5815
182;6621;1872.0;182->6621
182;6641;1873.0;182->6641
182;6649;1874.0;182->6649
182;6694;1875.0;182->6694
182;6823;1876.0;182->6823
182;6841;1877.0;182->6841
182;6918;1878.0;182->6918
182;6940;1879.0;182->6940
182;7010;1880.0;182->7010
182;8012;1881.0;182->8012
182;9036;1882.0;182->9036
182;9583;1883.0;182->9583
182;9818;1884.0;182->9818
182;10629;1885.0;182->10629
182;11275;1886.0;182->11275
183;130;1887.0;183->130
183;1645;1888.0;183->1645
